movieId,title,title_without_year,release_year,genres,average_rating,rating_count,tag_count,top_tags,vibe_summary,movielens_url
1496,Anna Karenina (1997),Anna Karenina,1997,Drama; Romance,4.00,1,1,tolstoy,character-driven; romantic,https://movielens.org/movies/1496
1497,Double Team (1997),Double Team,1997,Action,4.00,3,0,,general audience,https://movielens.org/movies/1497
1498,Inventing the Abbotts (1997),Inventing the Abbotts,1997,Drama; Romance,3.00,5,0,,character-driven; romantic,https://movielens.org/movies/1498
1499,Anaconda (1997),Anaconda,1997,Action; Adventure; Thriller,1.93,27,0,,tense,https://movielens.org/movies/1499
1500,Grosse Pointe Blank (1997),Grosse Pointe Blank,1997,Comedy; Crime; Romance,3.61,59,2,hit men; reunion,funny; tense; romantic,https://movielens.org/movies/1500
1502,Kissed (1996),Kissed,1996,Drama; Romance,2.50,2,0,,character-driven; romantic,https://movielens.org/movies/1502
1503,8 Heads in a Duffel Bag (1997),8 Heads in a Duffel Bag,1997,Comedy,3.00,4,0,,funny,https://movielens.org/movies/1503
1507,Paradise Road (1997),Paradise Road,1997,Drama; War,3.50,1,0,,character-driven,https://movielens.org/movies/1507
1513,Romy and Michele's High School Reunion (1997),Romy and Michele's High School Reunion,1997,Comedy,2.97,29,1,reunion,funny,https://movielens.org/movies/1513
1514,Temptress Moon (Feng Yue) (1996),Temptress Moon (Feng Yue),1996,Romance,3.00,1,0,,romantic,https://movielens.org/movies/1514
1515,Volcano (1997),Volcano,1997,Action; Drama; Thriller,2.10,15,0,,character-driven; tense,https://movielens.org/movies/1515
1516,Children of the Revolution (1996),Children of the Revolution,1996,Comedy,3.00,1,0,,funny,https://movielens.org/movies/1516
1517,Austin Powers: International Man of Mystery (1997),Austin Powers: International Man of Mystery,1997,Action; Adventure; Comedy,3.54,100,0,,funny,https://movielens.org/movies/1517
1518,Breakdown (1997),Breakdown,1997,Action; Thriller,3.35,13,0,,tense,https://movielens.org/movies/1518
1519,Broken English (1996),Broken English,1996,Drama,1.00,1,0,,character-driven,https://movielens.org/movies/1519
1526,Fathers' Day (1997),Fathers' Day,1997,Comedy,1.00,3,0,,funny,https://movielens.org/movies/1526
1527,"Fifth Element, The (1997)","Fifth Element, The",1997,Action; Adventure; Comedy; Sci-Fi,3.75,116,0,,funny; imaginative,https://movielens.org/movies/1527
1529,Nowhere (1997),Nowhere,1997,Comedy; Drama,3.33,3,0,,funny; character-driven,https://movielens.org/movies/1529
1533,"Promise, The (La promesse) (1996)","Promise, The (La promesse)",1996,Drama,4.50,2,0,,character-driven,https://movielens.org/movies/1533
1537,Shall We Dance? (Shall We Dansu?) (1996),Shall We Dance? (Shall We Dansu?),1996,Comedy; Drama; Romance,3.81,13,1,ballroom dance,funny; character-driven; romantic,https://movielens.org/movies/1537
1541,Addicted to Love (1997),Addicted to Love,1997,Comedy; Romance,2.70,10,0,,funny; romantic,https://movielens.org/movies/1541
1542,Brassed Off (1996),Brassed Off,1996,Comedy; Drama; Romance,3.71,7,1,in netflix queue,funny; character-driven; romantic,https://movielens.org/movies/1542
1544,"Lost World: Jurassic Park, The (1997)","Lost World: Jurassic Park, The",1997,Action; Adventure; Sci-Fi; Thriller,2.75,67,1,dinosaurs,tense; imaginative,https://movielens.org/movies/1544
1545,Ponette (1996),Ponette,1996,Drama,4.50,2,1,death,character-driven,https://movielens.org/movies/1545
1546,Schizopolis (1996),Schizopolis,1996,Comedy,3.50,1,0,,funny,https://movielens.org/movies/1546
1547,Shiloh (1997),Shiloh,1997,Children; Drama,3.25,2,0,,character-driven; family-friendly,https://movielens.org/movies/1547
1549,Rough Magic (1995),Rough Magic,1995,Drama; Romance,4.00,1,0,,character-driven; romantic,https://movielens.org/movies/1549
1550,Trial and Error (1997),Trial and Error,1997,Comedy; Romance,2.25,4,0,,funny; romantic,https://movielens.org/movies/1550
1551,Buddy (1997),Buddy,1997,Adventure; Children; Drama,2.17,3,0,,character-driven; family-friendly,https://movielens.org/movies/1551
1552,Con Air (1997),Con Air,1997,Action; Adventure; Thriller,3.03,59,0,,tense,https://movielens.org/movies/1552
1554,"Pillow Book, The (1996)","Pillow Book, The",1996,Drama; Romance,2.40,5,0,,character-driven; romantic,https://movielens.org/movies/1554
1556,Speed 2: Cruise Control (1997),Speed 2: Cruise Control,1997,Action; Romance; Thriller,1.61,19,0,,tense; romantic,https://movielens.org/movies/1556
1562,Batman & Robin (1997),Batman & Robin,1997,Action; Adventure; Fantasy; Thriller,2.21,42,0,,tense; fantastical,https://movielens.org/movies/1562
1564,For Roseanna (Roseanna's Grave) (1997),For Roseanna (Roseanna's Grave),1997,Comedy; Drama; Romance,4.00,2,0,,funny; character-driven; romantic,https://movielens.org/movies/1564
1565,Head Above Water (1996),Head Above Water,1996,Comedy; Thriller,4.00,1,0,,funny; tense,https://movielens.org/movies/1565
1566,Hercules (1997),Hercules,1997,Adventure; Animation; Children; Comedy; Musical,3.45,31,0,,funny; family-friendly,https://movielens.org/movies/1566
1569,My Best Friend's Wedding (1997),My Best Friend's Wedding,1997,Comedy; Romance,3.50,40,3,romantic comedy; wedding; weddings,funny; romantic,https://movielens.org/movies/1569
1571,When the Cat's Away (Chacun cherche son chat) (1996),When the Cat's Away (Chacun cherche son chat),1996,Comedy; Romance,4.50,2,0,,funny; romantic,https://movielens.org/movies/1571
1572,"Contempt (Mépris, Le) (1963)","Contempt (Mépris, Le)",1963,Drama,3.00,2,0,,character-driven,https://movielens.org/movies/1572
1573,Face/Off (1997),Face/Off,1997,Action; Crime; Drama; Thriller,3.37,77,1,transplants,character-driven; tense,https://movielens.org/movies/1573
1574,Fall (1997),Fall,1997,Romance,1.00,1,0,,romantic,https://movielens.org/movies/1574
1580,Men in Black (a.k.a. MIB) (1997),Men in Black (a.k.a. MIB),1997,Action; Comedy; Sci-Fi,3.49,165,1,aliens,funny; imaginative,https://movielens.org/movies/1580
1581,Out to Sea (1997),Out to Sea,1997,Comedy,2.17,3,0,,funny,https://movielens.org/movies/1581
1582,Wild America (1997),Wild America,1997,Adventure; Children,2.60,5,0,,family-friendly,https://movielens.org/movies/1582
1583,"Simple Wish, A (1997)","Simple Wish, A",1997,Children; Fantasy,3.00,2,0,,family-friendly; fantastical,https://movielens.org/movies/1583
1584,Contact (1997),Contact,1997,Drama; Sci-Fi,3.65,82,0,,character-driven; imaginative,https://movielens.org/movies/1584
1585,Love Serenade (1996),Love Serenade,1996,Comedy,3.00,1,0,,funny,https://movielens.org/movies/1585
1586,G.I. Jane (1997),G.I. Jane,1997,Action; Drama,2.80,22,1,military,character-driven,https://movielens.org/movies/1586
1587,Conan the Barbarian (1982),Conan the Barbarian,1982,Action; Adventure; Fantasy,3.26,31,0,,fantastical,https://movielens.org/movies/1587
1588,George of the Jungle (1997),George of the Jungle,1997,Children; Comedy,3.08,20,0,,funny; family-friendly,https://movielens.org/movies/1588
1589,Cop Land (1997),Cop Land,1997,Action; Crime; Drama; Thriller,3.28,16,0,,character-driven; tense,https://movielens.org/movies/1589
1590,Event Horizon (1997),Event Horizon,1997,Horror; Sci-Fi; Thriller,2.94,25,0,,tense; imaginative; dark,https://movielens.org/movies/1590
1591,Spawn (1997),Spawn,1997,Action; Adventure; Sci-Fi; Thriller,2.63,26,0,,tense; imaginative,https://movielens.org/movies/1591
1592,Air Bud (1997),Air Bud,1997,Children; Comedy,2.38,4,0,,funny; family-friendly,https://movielens.org/movies/1592
1593,Picture Perfect (1997),Picture Perfect,1997,Comedy; Romance,2.83,6,0,,funny; romantic,https://movielens.org/movies/1593
1594,In the Company of Men (1997),In the Company of Men,1997,Comedy; Drama,4.08,6,0,,funny; character-driven,https://movielens.org/movies/1594
1596,Career Girls (1997),Career Girls,1997,Drama,4.33,3,0,,character-driven,https://movielens.org/movies/1596
1597,Conspiracy Theory (1997),Conspiracy Theory,1997,Drama; Mystery; Romance; Thriller,2.94,43,0,,character-driven; tense; romantic,https://movielens.org/movies/1597
1598,Desperate Measures (1998),Desperate Measures,1998,Crime; Drama; Thriller,2.50,4,0,,character-driven; tense,https://movielens.org/movies/1598
1599,Steel (1997),Steel,1997,Action,2.33,3,0,,general audience,https://movielens.org/movies/1599
1600,She's So Lovely (1997),She's So Lovely,1997,Drama; Romance,3.50,2,0,,character-driven; romantic,https://movielens.org/movies/1600
1601,Hoodlum (1997),Hoodlum,1997,Crime; Drama; Film-Noir,2.33,3,0,,character-driven; tense,https://movielens.org/movies/1601
1602,Leave It to Beaver (1997),Leave It to Beaver,1997,Comedy,1.75,4,0,,funny,https://movielens.org/movies/1602
1603,Mimic (1997),Mimic,1997,Horror; Sci-Fi; Thriller,2.46,13,0,,tense; imaginative; dark,https://movielens.org/movies/1603
1604,Money Talks (1997),Money Talks,1997,Action; Comedy,3.33,3,0,,funny,https://movielens.org/movies/1604
1605,Excess Baggage (1997),Excess Baggage,1997,Adventure; Romance,2.75,4,0,,romantic,https://movielens.org/movies/1605
1606,Kull the Conqueror (1997),Kull the Conqueror,1997,Action; Adventure,2.33,3,0,,general audience,https://movielens.org/movies/1606
1608,Air Force One (1997),Air Force One,1997,Action; Thriller,3.34,58,1,president,tense,https://movielens.org/movies/1608
1609,187 (One Eight Seven) (1997),187 (One Eight Seven),1997,Drama; Thriller,2.67,3,0,,character-driven; tense,https://movielens.org/movies/1609
1610,"Hunt for Red October, The (1990)","Hunt for Red October, The",1990,Action; Adventure; Thriller,3.87,90,1,tom clancy,tense,https://movielens.org/movies/1610
1611,My Own Private Idaho (1991),My Own Private Idaho,1991,Drama; Romance,4.10,5,0,,character-driven; romantic,https://movielens.org/movies/1611
1612,"Kiss Me, Guido (1997)","Kiss Me, Guido",1997,Comedy,3.00,2,0,,funny,https://movielens.org/movies/1612
1613,Star Maps (1997),Star Maps,1997,Drama,4.00,1,0,,character-driven,https://movielens.org/movies/1613
1614,In & Out (1997),In & Out,1997,Comedy,2.79,26,0,,funny,https://movielens.org/movies/1614
1615,"Edge, The (1997)","Edge, The",1997,Adventure; Drama,3.00,11,0,,character-driven,https://movielens.org/movies/1615
1616,"Peacemaker, The (1997)","Peacemaker, The",1997,Action; Thriller; War,3.02,20,0,,tense,https://movielens.org/movies/1616
1617,L.A. Confidential (1997),L.A. Confidential,1997,Crime; Film-Noir; Mystery; Thriller,4.06,97,1,police,tense,https://movielens.org/movies/1617
1619,Seven Years in Tibet (1997),Seven Years in Tibet,1997,Adventure; Drama; War,3.43,14,0,,character-driven,https://movielens.org/movies/1619
1620,Kiss the Girls (1997),Kiss the Girls,1997,Crime; Drama; Mystery; Thriller,3.12,13,0,,character-driven; tense,https://movielens.org/movies/1620
1621,Soul Food (1997),Soul Food,1997,Drama,3.25,2,0,,character-driven,https://movielens.org/movies/1621
1623,Wishmaster (1997),Wishmaster,1997,Horror,2.25,2,0,,dark,https://movielens.org/movies/1623
1624,"Thousand Acres, A (1997)","Thousand Acres, A",1997,Drama,1.75,2,0,,character-driven,https://movielens.org/movies/1624
1625,"Game, The (1997)","Game, The",1997,Drama; Mystery; Thriller,3.70,77,8,mystery; twist ending; mindfuck; plot twist; psychological; suspense,character-driven; tense; mind-bending,https://movielens.org/movies/1625
1626,Fire Down Below (1997),Fire Down Below,1997,Action; Drama; Thriller,2.67,3,0,,character-driven; tense,https://movielens.org/movies/1626
1627,U Turn (1997),U Turn,1997,Crime; Drama; Mystery,3.36,7,0,,character-driven; tense,https://movielens.org/movies/1627
1629,"MatchMaker, The (1997)","MatchMaker, The",1997,Comedy; Romance,3.33,3,0,,funny; romantic,https://movielens.org/movies/1629
1631,"Assignment, The (1997)","Assignment, The",1997,Action; Thriller,5.00,1,0,,tense,https://movielens.org/movies/1631
1633,Ulee's Gold (1997),Ulee's Gold,1997,Drama,4.00,5,0,,character-driven,https://movielens.org/movies/1633
1635,"Ice Storm, The (1997)","Ice Storm, The",1997,Drama,3.88,17,1,1970s,character-driven,https://movielens.org/movies/1635
1639,Chasing Amy (1997),Chasing Amy,1997,Comedy; Drama; Romance,3.58,52,0,,funny; character-driven; romantic,https://movielens.org/movies/1639
1641,"Full Monty, The (1997)","Full Monty, The",1997,Comedy; Drama,3.76,56,0,,funny; character-driven,https://movielens.org/movies/1641
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Indian Summer (a.k.a. Alive & Kicking),1996,Comedy; Drama,1.75,2,0,,funny; character-driven,https://movielens.org/movies/1642
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)","Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",1997,Drama; Romance,3.80,5,2,england; queen victoria,character-driven; romantic,https://movielens.org/movies/1643
1644,I Know What You Did Last Summer (1997),I Know What You Did Last Summer,1997,Horror; Mystery; Thriller,2.11,32,0,,tense; dark,https://movielens.org/movies/1644
1645,The Devil's Advocate (1997),The Devil's Advocate,1997,Drama; Mystery; Thriller,3.41,51,1,lawyers,character-driven; tense,https://movielens.org/movies/1645
1646,RocketMan (a.k.a. Rocket Man) (1997),RocketMan (a.k.a. Rocket Man),1997,Children; Comedy; Romance; Sci-Fi,2.14,7,0,,funny; romantic; family-friendly; imaginative,https://movielens.org/movies/1646
1647,Playing God (1997),Playing God,1997,Crime; Drama; Thriller,2.50,3,0,,character-driven; tense,https://movielens.org/movies/1647
1648,"House of Yes, The (1997)","House of Yes, The",1997,Comedy; Drama,3.50,4,0,,funny; character-driven,https://movielens.org/movies/1648
1649,"Fast, Cheap & Out of Control (1997)","Fast, Cheap & Out of Control",1997,Documentary,2.50,3,0,,real-world,https://movielens.org/movies/1649
1650,Washington Square (1997),Washington Square,1997,Drama,3.75,2,1,henry james,character-driven,https://movielens.org/movies/1650
1652,Year of the Horse (1997),Year of the Horse,1997,Documentary,4.50,1,0,,real-world,https://movielens.org/movies/1652
1653,Gattaca (1997),Gattaca,1997,Drama; Sci-Fi; Thriller,3.95,86,3,future; intelligent; thought-provoking,character-driven; tense; imaginative,https://movielens.org/movies/1653
1654,FairyTale: A True Story (1997),FairyTale: A True Story,1997,Children; Drama; Fantasy,3.50,1,0,,character-driven; family-friendly; fantastical,https://movielens.org/movies/1654
1655,Phantoms (1998),Phantoms,1998,Drama; Horror; Thriller,4.00,1,0,,character-driven; tense; dark,https://movielens.org/movies/1655
1656,Swept from the Sea (1997),Swept from the Sea,1997,Drama; Romance,4.00,1,0,,character-driven; romantic,https://movielens.org/movies/1656
1658,"Life Less Ordinary, A (1997)","Life Less Ordinary, A",1997,Romance; Thriller,3.06,8,0,,tense; romantic,https://movielens.org/movies/1658
1659,Hurricane Streets (1997),Hurricane Streets,1997,Drama,4.00,1,0,,character-driven,https://movielens.org/movies/1659
1660,Eve's Bayou (1997),Eve's Bayou,1997,Drama,3.00,1,0,,character-driven,https://movielens.org/movies/1660
1661,Switchback (1997),Switchback,1997,Crime; Mystery; Thriller,3.00,1,0,,tense,https://movielens.org/movies/1661
1662,Gang Related (1997),Gang Related,1997,Crime,3.00,2,0,,tense,https://movielens.org/movies/1662
1663,Stripes (1981),Stripes,1981,Comedy; War,3.79,34,1,military,funny,https://movielens.org/movies/1663
1665,Bean (1997),Bean,1997,Comedy,2.97,16,0,,funny,https://movielens.org/movies/1665
1667,Mad City (1997),Mad City,1997,Action; Drama,2.10,5,0,,character-driven,https://movielens.org/movies/1667
1670,Welcome to Sarajevo (1997),Welcome to Sarajevo,1997,Drama; War,3.00,3,0,,character-driven,https://movielens.org/movies/1670
1671,Deceiver (1997),Deceiver,1997,Crime; Drama; Thriller,3.00,1,0,,character-driven; tense,https://movielens.org/movies/1671
1672,"Rainmaker, The (1997)","Rainmaker, The",1997,Drama,3.38,12,1,in netflix queue,character-driven,https://movielens.org/movies/1672
1673,Boogie Nights (1997),Boogie Nights,1997,Drama,4.08,39,0,,character-driven,https://movielens.org/movies/1673
1674,Witness (1985),Witness,1985,Drama; Romance; Thriller,3.65,40,1,amish,character-driven; tense; romantic,https://movielens.org/movies/1674
1675,Incognito (1997),Incognito,1997,Crime; Thriller,3.50,1,0,,tense,https://movielens.org/movies/1675
1676,Starship Troopers (1997),Starship Troopers,1997,Action; Sci-Fi,3.33,80,0,,imaginative,https://movielens.org/movies/1676
1677,Critical Care (1997),Critical Care,1997,Comedy; Drama,2.00,1,0,,funny; character-driven,https://movielens.org/movies/1677
1678,"Joy Luck Club, The (1993)","Joy Luck Club, The",1993,Drama; Romance,3.50,10,0,,character-driven; romantic,https://movielens.org/movies/1678
1679,Chairman of the Board (1998),Chairman of the Board,1998,Comedy,2.00,1,0,,funny,https://movielens.org/movies/1679
1680,Sliding Doors (1998),Sliding Doors,1998,Drama; Romance,3.60,25,1,alternate universe,character-driven; romantic,https://movielens.org/movies/1680
1681,Mortal Kombat: Annihilation (1997),Mortal Kombat: Annihilation,1997,Action; Adventure; Fantasy,1.93,7,0,,fantastical,https://movielens.org/movies/1681
1682,"Truman Show, The (1998)","Truman Show, The",1998,Comedy; Drama; Sci-Fi,3.81,125,1,tv,funny; character-driven; imaginative,https://movielens.org/movies/1682
1683,"Wings of the Dove, The (1997)","Wings of the Dove, The",1997,Drama; Romance,4.42,6,1,henry james,character-driven; romantic,https://movielens.org/movies/1683
1684,Mrs. Dalloway (1997),Mrs. Dalloway,1997,Drama; Romance,3.50,4,0,,character-driven; romantic,https://movielens.org/movies/1684
1685,"I Love You, I Love You Not (1996)","I Love You, I Love You Not",1996,Drama; Romance,3.00,1,0,,character-driven; romantic,https://movielens.org/movies/1685
1686,Red Corner (1997),Red Corner,1997,Crime; Thriller,3.67,3,0,,tense,https://movielens.org/movies/1686
1687,"Jackal, The (1997)","Jackal, The",1997,Action; Thriller,3.22,18,0,,tense,https://movielens.org/movies/1687
1688,Anastasia (1997),Anastasia,1997,Adventure; Animation; Children; Drama; Musical,3.35,20,0,,character-driven; family-friendly,https://movielens.org/movies/1688
1689,"Man Who Knew Too Little, The (1997)","Man Who Knew Too Little, The",1997,Comedy; Crime; Thriller,2.21,7,0,,funny; tense,https://movielens.org/movies/1689
1690,Alien: Resurrection (1997),Alien: Resurrection,1997,Action; Horror; Sci-Fi,2.92,45,0,,imaginative; dark,https://movielens.org/movies/1690
1693,Amistad (1997),Amistad,1997,Drama; Mystery,3.50,19,0,,character-driven,https://movielens.org/movies/1693
1694,"Apostle, The (1997)","Apostle, The",1997,Drama,3.00,7,0,,character-driven,https://movielens.org/movies/1694
1695,Artemisia (1997),Artemisia,1997,Drama,4.00,2,0,,character-driven,https://movielens.org/movies/1695
1696,Bent (1997),Bent,1997,Drama; War,3.50,2,0,,character-driven,https://movielens.org/movies/1696
1699,"Butcher Boy, The (1997)","Butcher Boy, The",1997,Comedy; Drama,4.00,2,0,,funny; character-driven,https://movielens.org/movies/1699
1701,Deconstructing Harry (1997),Deconstructing Harry,1997,Comedy; Drama,3.88,8,0,,funny; character-driven,https://movielens.org/movies/1701
1702,Flubber (1997),Flubber,1997,Children; Comedy; Fantasy,3.00,16,0,,funny; family-friendly; fantastical,https://movielens.org/movies/1702
1703,For Richer or Poorer (1997),For Richer or Poorer,1997,Comedy,2.90,5,0,,funny,https://movielens.org/movies/1703
1704,Good Will Hunting (1997),Good Will Hunting,1997,Drama; Romance,4.08,141,3,inspirational; heartwarming,character-driven; romantic,https://movielens.org/movies/1704
1707,Home Alone 3 (1997),Home Alone 3,1997,Children; Comedy,1.88,8,0,,funny; family-friendly,https://movielens.org/movies/1707
1711,Midnight in the Garden of Good and Evil (1997),Midnight in the Garden of Good and Evil,1997,Crime; Drama; Mystery,3.10,24,1,savannah,character-driven; tense,https://movielens.org/movies/1711
1713,Mouse Hunt (1997),Mouse Hunt,1997,Children; Comedy,3.07,7,0,,funny; family-friendly,https://movielens.org/movies/1713
1717,Scream 2 (1997),Scream 2,1997,Comedy; Horror; Mystery; Thriller,2.92,31,3,sequel; slasher; spoof,funny; tense; dark,https://movielens.org/movies/1717
1718,Stranger in the House (1997),Stranger in the House,1997,Thriller,3.25,2,0,,tense,https://movielens.org/movies/1718
1719,"Sweet Hereafter, The (1997)","Sweet Hereafter, The",1997,Drama,4.25,16,2,canada; death,character-driven,https://movielens.org/movies/1719
1721,Titanic (1997),Titanic,1997,Drama; Romance,3.41,140,2,romance; shipwreck,character-driven; romantic,https://movielens.org/movies/1721
1722,Tomorrow Never Dies (1997),Tomorrow Never Dies,1997,Action; Adventure; Thriller,3.07,45,0,,tense,https://movielens.org/movies/1722
1726,"Postman, The (1997)","Postman, The",1997,Action; Adventure; Drama; Sci-Fi,2.69,13,2,kevin costner; post apocalyptic,character-driven; imaginative,https://movielens.org/movies/1726
1727,"Horse Whisperer, The (1998)","Horse Whisperer, The",1998,Drama; Romance,3.75,4,0,,character-driven; romantic,https://movielens.org/movies/1727
1729,Jackie Brown (1997),Jackie Brown,1997,Crime; Drama; Thriller,3.70,48,0,,character-driven; tense,https://movielens.org/movies/1729
1730,Kundun (1997),Kundun,1997,Drama,3.25,4,0,,character-driven,https://movielens.org/movies/1730
1731,Mr. Magoo (1997),Mr. Magoo,1997,Comedy,1.75,4,0,,funny,https://movielens.org/movies/1731
1732,"Big Lebowski, The (1998)","Big Lebowski, The",1998,Comedy; Crime,3.92,106,32,coen brothers; black comedy; bowling; classic; comedy; crime; cult classic; cult film,funny; tense; well-regarded,https://movielens.org/movies/1732
1733,Afterglow (1997),Afterglow,1997,Drama; Romance,4.50,4,0,,character-driven; romantic,https://movielens.org/movies/1733
1734,My Life in Pink (Ma vie en rose) (1997),My Life in Pink (Ma vie en rose),1997,Comedy; Drama,4.06,9,0,,funny; character-driven,https://movielens.org/movies/1734
1735,Great Expectations (1998),Great Expectations,1998,Drama; Romance,3.32,11,1,charles dickens,character-driven; romantic,https://movielens.org/movies/1735
1739,3 Ninjas: High Noon On Mega Mountain (1998),3 Ninjas: High Noon On Mega Mountain,1998,Action; Children; Comedy,4.00,1,0,,funny; family-friendly,https://movielens.org/movies/1739
1746,Senseless (1998),Senseless,1998,Comedy,2.00,1,0,,funny,https://movielens.org/movies/1746
1747,Wag the Dog (1997),Wag the Dog,1997,Comedy,3.34,31,0,,funny,https://movielens.org/movies/1747
1748,Dark City (1998),Dark City,1998,Adventure; Film-Noir; Sci-Fi; Thriller,3.82,48,1,amnesia,tense; imaginative,https://movielens.org/movies/1748
1752,Hard Rain (1998),Hard Rain,1998,Action; Crime; Thriller,2.50,4,0,,tense,https://movielens.org/movies/1752
1753,Half Baked (1998),Half Baked,1998,Comedy,3.59,16,0,,funny,https://movielens.org/movies/1753
1754,Fallen (1998),Fallen,1998,Crime; Drama; Fantasy; Thriller,3.50,15,0,,character-driven; tense; fantastical,https://movielens.org/movies/1754
1755,Shooting Fish (1997),Shooting Fish,1997,Comedy; Romance,4.10,5,0,,funny; romantic,https://movielens.org/movies/1755
1757,Fallen Angels (Duo luo tian shi) (1995),Fallen Angels (Duo luo tian shi),1995,Drama; Romance,2.00,1,0,,character-driven; romantic,https://movielens.org/movies/1757
1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)","Four Days in September (O Que É Isso, Companheiro?)",1997,Drama,5.00,1,0,,character-driven,https://movielens.org/movies/1759
1760,Spice World (1997),Spice World,1997,Comedy,1.35,10,0,,funny,https://movielens.org/movies/1760
1762,Deep Rising (1998),Deep Rising,1998,Action; Horror; Sci-Fi,2.30,5,0,,imaginative; dark,https://movielens.org/movies/1762
1767,Music From Another Room (1998),Music From Another Room,1998,Drama; Romance,3.00,2,0,,character-driven; romantic,https://movielens.org/movies/1767
1769,"Replacement Killers, The (1998)","Replacement Killers, The",1998,Action; Crime; Thriller,2.93,14,0,,tense,https://movielens.org/movies/1769
1770,B. Monkey (1998),B. Monkey,1998,Crime; Romance; Thriller,2.50,2,0,,tense; romantic,https://movielens.org/movies/1770
1771,Night Flier (1997),Night Flier,1997,Horror,4.00,1,0,,dark,https://movielens.org/movies/1771
1772,Blues Brothers 2000 (1998),Blues Brothers 2000,1998,Action; Comedy; Musical,2.71,12,0,,funny,https://movielens.org/movies/1772
1777,"Wedding Singer, The (1998)","Wedding Singer, The",1998,Comedy; Romance,3.42,56,1,1980s,funny; romantic,https://movielens.org/movies/1777
1779,Sphere (1998),Sphere,1998,Sci-Fi; Thriller,2.76,23,1,good,tense; imaginative,https://movielens.org/movies/1779
1783,Palmetto (1998),Palmetto,1998,Crime; Drama; Mystery; Romance; Thriller,2.80,5,0,,character-driven; tense; romantic,https://movielens.org/movies/1783
1784,As Good as It Gets (1997),As Good as It Gets,1997,Comedy; Drama; Romance,3.70,96,0,,funny; character-driven; romantic,https://movielens.org/movies/1784
1785,King of New York (1990),King of New York,1990,Crime; Thriller,3.90,5,0,,tense,https://movielens.org/movies/1785
1791,Twilight (1998),Twilight,1998,Crime; Drama; Thriller,2.33,3,0,,character-driven; tense,https://movielens.org/movies/1791
1792,U.S. Marshals (1998),U.S. Marshals,1998,Action; Crime; Thriller,3.02,23,0,,tense,https://movielens.org/movies/1792
1793,Welcome to Woop-Woop (1997),Welcome to Woop-Woop,1997,Comedy,4.00,2,0,,funny,https://movielens.org/movies/1793
1794,Love and Death on Long Island (1997),Love and Death on Long Island,1997,Comedy; Drama,3.00,1,0,,funny; character-driven,https://movielens.org/movies/1794
1797,Everest (1998),Everest,1998,Documentary; IMAX,4.25,6,1,in netflix queue,real-world,https://movielens.org/movies/1797
1798,Hush (1998),Hush,1998,Thriller,2.00,2,0,,tense,https://movielens.org/movies/1798
1799,Suicide Kings (1997),Suicide Kings,1997,Comedy; Crime; Drama; Mystery; Thriller,3.42,13,0,,funny; character-driven; tense,https://movielens.org/movies/1799
1801,"Man in the Iron Mask, The (1998)","Man in the Iron Mask, The",1998,Action; Adventure; Drama,3.50,25,1,seen more than once,character-driven,https://movielens.org/movies/1801
1804,"Newton Boys, The (1998)","Newton Boys, The",1998,Crime; Drama,3.00,3,0,,character-driven; tense,https://movielens.org/movies/1804
1805,Wild Things (1998),Wild Things,1998,Crime; Drama; Mystery; Thriller,3.02,31,0,,character-driven; tense,https://movielens.org/movies/1805
1806,Paulie (1998),Paulie,1998,Adventure; Children; Comedy,2.31,8,0,,funny; family-friendly,https://movielens.org/movies/1806
1807,"Cool, Dry Place, A (1998)","Cool, Dry Place, A",1998,Drama,3.00,1,0,,character-driven,https://movielens.org/movies/1807
1809,Fireworks (Hana-bi) (1997),Fireworks (Hana-bi),1997,Crime; Drama,4.00,6,0,,character-driven; tense,https://movielens.org/movies/1809
1810,Primary Colors (1998),Primary Colors,1998,Comedy; Drama,3.50,11,1,politics,funny; character-driven,https://movielens.org/movies/1810
1812,Wide Awake (1998),Wide Awake,1998,Children; Comedy; Drama,3.67,3,0,,funny; character-driven; family-friendly,https://movielens.org/movies/1812
1816,Two Girls and a Guy (1997),Two Girls and a Guy,1997,Comedy; Drama,2.00,3,0,,funny; character-driven,https://movielens.org/movies/1816
1821,"Object of My Affection, The (1998)","Object of My Affection, The",1998,Comedy; Romance,2.67,6,0,,funny; romantic,https://movielens.org/movies/1821
1824,Homegrown (1998),Homegrown,1998,Comedy; Thriller,1.00,1,0,,funny; tense,https://movielens.org/movies/1824
1825,The Players Club (1998),The Players Club,1998,Comedy; Drama,3.50,1,0,,funny; character-driven,https://movielens.org/movies/1825
1826,Barney's Great Adventure (1998),Barney's Great Adventure,1998,Adventure; Children,2.00,1,0,,family-friendly,https://movielens.org/movies/1826
1827,"Big One, The (1997)","Big One, The",1997,Comedy; Documentary,3.33,3,0,,funny; real-world,https://movielens.org/movies/1827
1829,Chinese Box (1997),Chinese Box,1997,Drama; Romance,3.25,2,0,,character-driven; romantic,https://movielens.org/movies/1829
1831,Lost in Space (1998),Lost in Space,1998,Action; Adventure; Sci-Fi,2.45,29,0,,imaginative,https://movielens.org/movies/1831
